,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,labels
COL26A1,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26664034,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,0.2388469,-0.6455928,1.1483637,1.1098357,-0.5959015,2.0866096,3.1397662,3.9803991,-0.2641905,2.278596,2.8764617,3.8583539,1.278045,2.2295892,3.5261297,0.700203,0.14086418,4.2089586,2.3893712,3.517417,2.2555575,-0.69468766,-0.79775774,-0.8127217,-0.8200052,-0.83866435,-0.774365,-0.8368895,-0.7414457,-0.82874537,-0.7944824,-0.85164565,-0.84370196,-0.82285285,-0.8822633,-0.81575817,-0.6709902,-0.82917017,-0.50466835,-1.5030656,-1.620207,0.07796071,-0.5778569,-0.1856481,1.1162632,0.6095069,-0.34918836,1.3120885,0.15260206,-0.8853317,0.93924886,1.2383329,0.07796068,0.9531233,-0.65869296,0.7771205,0.4401973,0.78862387,0.07796068,0.3828047,-0.38136566,0.12338536,0.0
SH3GL3,-0.31004956,-0.48673418,-0.36630076,-0.4674756,0.25678992,0.11877735,0.04062292,-0.4201376,-0.46643153,2.777844,-0.5232038,-0.006170312,0.35383937,-0.40537044,-0.5805805,-0.5959015,0.05349765,-0.092170894,3.9373837,-0.47918573,1.5243164,-0.5044557,1.3343484,-0.3862564,0.013186058,1.924812,-0.4486305,-0.52055603,4.334431,-0.4836759,0.45946896,-0.3001165,3.6740723,1.6559194,-0.8127217,2.526062,5.323278,0.4086836,6.322282,0.4441607,2.8049986,0.0813727,-0.85164565,-0.5428834,-0.82285285,1.2962321,-0.1238217,1.4937489,1.2060251,-0.37795728,0.6653069,-1.7493187,0.96827006,1.7305322,-0.1714837,0.84604627,-0.17448731,-0.7911863,0.714826,0.4616461,-0.21241575,0.7169847,0.8011476,0.9682701,0.62890905,1.4594654,-2.1436179,0.87291116,0.94164956,0.9682701,1.2904716,0.00089106575,-0.40227938,0.0
PRMT1,-0.31004956,-0.48673418,-0.36630076,0.382353,0.7071427,-0.26615024,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,0.48379722,-0.14185412,-0.40537044,0.25515696,-0.5959015,-0.5558708,-0.5089422,-0.5520112,-0.3138799,-0.57738984,-0.31333953,-0.42925987,-0.47077873,-0.41743279,-0.606371,-0.43407404,-0.35306108,-0.43135995,-0.4802342,-0.5587283,-0.25548977,-0.4507288,-0.5040554,-0.28593034,-0.80189013,-0.36582372,-0.44997975,-0.5404079,-0.64324456,-0.3961239,0.31470442,-0.16697392,-0.83388376,0.09484926,-0.18106337,-0.49683723,-0.5424072,1.2060251,1.6468415,0.6653069,0.7038051,0.15651737,-0.5778569,0.1466907,-0.5940688,1.295502,-0.62118703,-0.88678634,0.06728225,-0.90160185,-0.8851902,-0.7845193,0.15651739,-0.3996714,0.3100956,-0.3995107,-0.07573076,-0.21812418,0.15651739,-0.367766,0.78929555,0.26041245,0.0
SUV39H1,-0.31004956,-0.48673418,1.7561079,-0.4674756,0.24815507,0.50116116,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.016687253,-0.14314024,-0.40537044,0.26441666,0.32952854,0.73831123,-0.27047297,0.37214023,-0.31784034,3.8791358,-0.4308271,-0.43059766,-0.23911446,1.4490942,0.7089506,0.11532455,-0.10273012,-0.4964912,0.05079067,0.51819736,0.3014004,-0.308157,-0.38125885,0.23924723,-0.5907637,0.23364134,-0.08987308,-0.4307249,-0.3456175,0.12618318,0.20261225,0.48294201,-0.25195888,0.10913766,0.16320825,0.0887736,-0.53599596,1.2060251,-0.13534729,0.6653069,0.5746932,-0.34100848,-0.5778569,-0.18844196,-0.057545993,0.51150763,0.26280874,-0.57393456,-0.68522525,0.19550596,-0.56673217,-0.64720476,-0.34100848,-0.005088191,-0.13178374,0.3186511,-0.025802245,-0.044963513,-0.34100848,-0.50740707,0.0725642,0.78972274,0.0
GPHA2,-0.31004956,-0.15611234,-0.36630076,-0.4674756,-0.69487053,-0.26649296,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49595097,-0.1449352,-0.40537044,-0.5805805,0.33194345,0.8413503,-0.4018049,0.40679935,1.1121745,1.0586934,0.03343049,-0.53385305,1.6704146,-0.07142602,2.4209805,0.31719851,0.85977507,0.093987755,1.0539191,1.4327226,2.7047455,1.065991,-0.30751738,-0.8127217,1.5518528,0.6945777,0.8466393,0.32197598,-0.7414457,-0.82874537,-0.7944824,-0.85164565,0.09764892,-0.82285285,0.12685238,-0.198149,-0.24014811,-0.82917017,-0.0923915,0.6653069,-1.7493187,0.7980639,1.7305322,-0.19381347,1.1825856,-0.2724866,-0.009189928,0.97528505,0.91690075,0.25492933,0.9208995,1.4060742,0.7980639,0.6943645,0.9634741,-0.70088214,0.8978754,1.1349452,0.7980639,0.85409325,0.28758362,0.3756857,0.0
SPARC,-0.31004956,-0.15602933,-0.36630076,0.377087,0.2520181,-0.6517486,0.040002607,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49854395,-0.6455928,-0.40537044,-0.5805805,-0.5959015,1.937678,3.222653,0.24976437,5.308461,0.7636798,2.409522,2.9321053,-0.37639576,1.8874842,4.2872434,0.31956857,4.6295004,-0.29480806,3.904557,3.1990974,3.1699986,1.3025398,-0.24949892,0.32657477,0.027317319,1.5940176,2.8035078,-0.7874412,0.6142063,-0.34155664,0.9744167,0.73252916,0.43883762,0.8900551,-0.6641715,0.789024,-0.6488044,1.2060251,-0.46678343,0.6653069,0.7038051,0.2350741,1.7305322,0.004275278,0.6866207,-0.2724866,-0.11118945,0.26982296,0.7853788,-0.42661533,0.57474655,0.07796824,0.2350741,0.374095,0.31085742,-0.3514195,0.42355445,0.39397863,0.2350741,0.26061875,0.0725642,0.0051135067,0.0
DNM2,-0.31004956,1.1458417,1.7838739,1.2298154,0.18625352,1.9872289,0.036676977,-0.4201376,1.1749908,-0.43505645,0.45601973,0.65927047,0.79124814,-0.40537044,-0.5805805,0.3268417,-0.5503394,-0.5437343,-0.46500996,-0.49781597,-0.63199604,-0.52721703,-0.5713284,-0.4105385,-0.5216346,-0.5312538,-0.5660569,-0.48551145,-0.4661266,-0.48977423,-0.5408833,-0.5128595,-0.58649653,-0.6488483,-0.5322494,-0.6562752,-0.7877613,-0.74124545,-0.3407938,-0.7003099,-0.4560229,-0.50055474,-0.057434686,-0.41707623,0.0846919,-0.34113425,-0.29518697,-0.576995,1.2060251,4.1561213,0.6653069,0.7038051,1.583631,1.7305322,0.69151455,-0.16788058,1.0995033,-0.043189783,-0.08059319,0.73115396,-1.2631676,0.26248863,0.18877515,1.583631,-0.091126025,1.408037,-2.3231583,0.73976845,0.17652105,1.583631,1.2730165,1.1476612,0.009956544,1.0
LIAS,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,2.814397,0.6653069,0.63924915,-0.5897714,-0.5778569,-0.18871616,-0.3770544,-0.2724866,1.044805,-1.3730769,0.3298655,-0.34531626,-0.7568314,-1.6592828,-0.5897714,0.58849293,-0.9225667,0.9919278,-0.025802245,0.4181406,-0.5897714,-0.54231733,-0.33358356,-0.6815974,0.0
UTP23,0.41633785,-0.15721025,-0.36630076,-0.4674756,-0.69487053,-0.6517486,0.5932246,-0.4201376,0.35136998,1.1639625,-0.5232038,-0.49916035,-0.6455928,-0.40537044,-0.5805805,0.33149967,-0.53946877,-0.57895887,-0.5530104,-0.50387865,-0.5263109,-0.5425703,-0.55116546,-0.42477834,-0.5502542,-0.56059414,-0.5698498,-0.460597,-0.47831357,-0.51151735,-0.55115896,-0.5358321,-0.68454516,-0.6288036,-0.02034895,-0.46052927,-0.055315875,0.20207278,-0.48449266,0.08813967,-0.7896348,-0.097760364,-0.19049427,-0.66431963,-0.089099,-0.44063786,-0.7741668,-0.32364336,-0.82917017,3.6796336,0.6653069,0.7038051,0.012496762,-0.5778569,-0.19469704,0.6920521,-0.2724866,-0.7911863,0.46810856,-0.93788713,0.81558824,0.23561098,0.33962113,0.012496745,0.23936006,-0.66664135,0.70017457,0.09069764,0.015441367,0.012496745,0.31298414,-0.40525672,1.2993832,0.0
HSD17B6,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.14447798,-0.40537044,-0.5805805,-0.5959015,-0.51244974,-0.5707394,-0.46916544,-0.5245863,-0.4806018,-0.5282524,-0.562592,-0.44844875,-0.6074692,-0.47817406,-0.49716616,-0.4604419,-0.46662098,-0.3853997,-0.56112593,-0.4580955,0.79693353,2.3508792,1.3561089,0.24455816,1.2484641,2.0746462,3.4703484,1.7671943,3.0422487,0.10754293,1.0828676,3.2213554,0.16474253,3.321057,1.5906129,1.5360421,1.2060251,-0.50466835,-1.5030656,-0.19997731,-0.3017301,-0.5778569,0.11541053,-0.6923327,-0.2724866,-0.7911863,-0.9162706,0.31924167,-1.4159687,-0.9315691,-0.8609316,-0.30173013,0.4170569,-0.68856764,0.65849555,-0.050766505,0.27316886,-0.30173013,-0.45504165,0.0725642,-0.54279083,0.0
GMPR,0.41700006,-0.48673418,-0.36630076,1.2299719,-0.69487053,-0.6517486,0.04214538,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49589694,0.36368036,-0.40537044,-0.5805805,0.33211723,0.054849315,-0.2027384,-0.48096448,-0.448745,-0.34747005,-0.51159453,-0.4588573,0.22930905,-0.17636211,-0.04403034,-0.18677433,0.15804243,-0.48366192,0.2623635,-0.5565891,-0.53212464,1.8210316,-0.45212656,-0.44029105,-0.14318335,0.48548275,0.55754834,0.36154962,0.05409631,0.30059996,1.9856297,0.39882454,-0.45470735,-0.123617016,0.83763576,0.7622092,0.6321539,1.2060251,-0.50466835,-1.5030656,0.7038051,-0.36719406,-0.5778569,-0.19104218,0.5161915,-0.2724866,0.63680696,0.28794828,0.5950834,-0.4975769,0.99648064,0.25990266,-0.36719406,0.54758835,-0.70148915,0.83482987,0.157269,0.3980056,-0.36719406,-0.28049034,-0.28580147,-0.33720413,0.0
DPF3,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.22013396,-0.6517486,0.5818817,0.66187245,1.175098,1.1369163,1.4077147,0.6993796,-0.14372268,-0.40537044,1.0984454,1.2496594,-0.44740495,-0.37084433,-0.41373828,-0.42923036,-0.34845024,-0.43743867,-0.050556626,-0.19317684,-0.49362454,-0.35131162,-0.5446701,-0.32770577,-0.42821732,-0.31869283,-0.044798266,-0.46056214,-0.028649336,1.0326631,1.840761,1.3348652,0.5254683,0.25547922,-0.2911325,-0.5321225,1.3304961,1.4301922,1.9107941,0.18122002,2.455624,0.13831365,-0.540242,1.1278745,-0.82917017,-0.4729906,0.6653069,-1.039204,-0.39337963,-0.5778569,-0.19422409,0.73017913,-0.2724866,-0.07718964,0.31328475,0.1145455,0.2197566,0.6833144,0.1384115,-0.39337963,0.53711736,-0.74600905,0.8636846,0.10734048,0.36981666,-0.39337963,-0.28049034,-0.33358356,-0.22565278,0.0
TBC1D4,-0.31004956,0.17351927,3.8163238,1.2285267,1.084117,0.86766964,-0.51688725,1.6487688,1.9716682,1.1575016,-0.5232038,0.20387734,-0.17916642,-0.40537044,0.2452774,-0.5959015,-0.46543002,-0.5180438,-0.28171277,-0.5230904,-0.53021437,-0.52339065,-0.5693029,-0.41656786,-0.41960442,-0.5811453,-0.5612906,-0.4932386,-0.49062908,-0.40919894,-0.5260579,-0.50234157,0.66864395,0.7734114,0.26927128,0.08384839,0.21492633,-0.3016632,0.6258136,2.293814,-0.23776484,0.012913395,-0.8352353,0.21060605,0.04453809,-0.33338633,-0.50145227,0.08053965,1.2060251,-0.4729906,0.6653069,0.7038051,-0.44575077,-0.5778569,-0.19410639,0.91977406,-0.37048587,-0.3151885,-0.7621651,-0.50555354,-0.08528927,-0.720038,-0.7539348,-0.44575077,-0.25868598,-0.12156926,0.21285048,-0.017480824,-0.3993388,-0.44575077,-0.54231733,-0.07078207,0.755264,0.0
FBXW11,-0.31004956,0.17319615,-0.36630076,2.0795677,1.1861801,0.103989065,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.26384795,-0.6455928,-0.40537044,0.2634852,-0.5959015,-0.48307323,-0.5754903,-0.43382815,-0.48234057,-0.62850803,-0.50965255,-0.58560777,-0.44521844,-0.52790165,-0.564874,-0.5501946,-0.49021813,-0.50611854,-0.4486318,-0.56058115,-0.48165256,-0.38910517,-0.32697216,-0.6285135,-0.7857568,-0.55443126,-0.13159381,-0.47391704,-0.5531077,0.064853705,0.07905026,-0.3905651,-0.09617478,-0.66140246,-0.17676269,-0.34131467,-0.026628789,1.2060251,0.552645,0.6653069,0.7038051,3.3380642,1.7305322,0.09185371,0.4259572,1.4915004,-0.28118867,0.7724273,0.78404343,-0.9672202,0.5456322,1.0084046,3.3380644,1.1805481,1.5546612,-1.1753819,1.8964459,1.6181842,3.3380644,4.1705685,0.3831478,-0.16505553,0.0
MEIG1,-0.31004956,-0.15796329,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.43102077,-0.32296044,-0.24801442,-0.2673127,-0.45451903,-0.29490122,-0.43916196,-0.28311625,-0.09924179,-0.5858913,-0.3920989,-0.08287538,-0.37888238,-0.3689983,-0.47224668,-0.3815404,0.7434881,-0.67037123,-0.69031763,-0.20701452,-0.55532086,0.31556433,0.26282075,0.49438936,0.27169815,-0.36262038,-0.5109449,0.021410009,-0.68093604,0.21274795,-0.4541169,-0.5693114,-0.82917017,-0.50466835,-1.5030656,-1.9429865,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.34918836,1.8948793,0.90571666,1.6090186,1.9391215,1.6740392,-0.6290498,0.6647276,-0.9849147,1.0464312,-0.009159405,0.48257247,-0.6290498,-0.5248622,-0.42914775,0.17575304,0.0
CARM1,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.2266731,-0.26939833,-0.51688725,-0.4201376,2.8408504,-0.43505645,-0.5232038,0.2395806,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.5375182,-0.517854,-0.47137776,-0.5255994,-0.5704328,-0.55232257,-0.5534311,-0.39790502,-0.5565267,-0.49027556,-0.5605956,-0.4729001,-0.46248338,-0.45696655,-0.5488307,-0.52553445,-0.54267174,-0.26898932,-0.42890844,-0.6332926,-0.6539683,-0.75980467,-0.28225568,-0.51895386,-0.65727985,0.04188242,-0.06605837,-0.67196923,-0.443493,-0.058865286,-0.79018307,-0.62451357,-0.82917017,0.2364822,0.6653069,0.7038051,0.366002,1.7305322,0.5726191,-0.6939322,-0.07648803,1.1128048,-0.8649446,0.6014895,-1.0728059,-0.29639754,-0.79912806,0.36600196,-0.3394118,0.45134926,-0.49889916,0.123983316,-0.13758433,0.36600196,-0.15830441,0.88485974,0.5612044,0.0
PHAX,-0.31004956,-0.15626994,-0.36630076,-0.4674756,-0.69487053,-0.26599854,-0.51688725,1.7439805,0.3589362,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,0.26410273,0.33171654,-0.24372958,-0.120804995,0.037922386,0.8253982,-0.109322086,-0.40999535,-0.3028365,-0.073176414,-0.2548724,-0.47126254,-0.043080967,-0.26045203,-0.25630757,-0.558706,0.5212181,0.035114255,-0.66461027,-0.59954154,-0.6327426,-0.3107677,-0.6992652,-0.7650671,-0.72197086,-0.29882076,-0.6147135,-0.73484284,-0.3335928,-0.7950571,-0.5172545,-0.67058283,-0.7360825,-0.43695357,-0.82917017,4.1952877,0.6653069,0.7038051,0.71950716,1.7305322,0.021264462,0.005607545,-0.07648803,4.17279,-0.27170375,-0.20846269,-1.1934239,-0.2939274,-0.5402389,0.71950716,-0.14860043,0.43329936,-0.05966628,0.157269,-0.09731441,0.71950716,0.22570848,1.004315,0.30965045,0.0
MKS1,0.41665718,0.50251704,-0.36630076,-0.4674756,-0.23276892,-0.26726112,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25388983,1.3453043,1.1518679,0.25302085,-0.5959015,-0.5248213,-0.077513285,0.1661902,0.053845707,-0.40920138,-0.078153074,0.025979329,0.24307415,0.41876084,-0.1334932,0.65012586,0.7470602,-0.0054188664,-0.35337275,0.31069204,0.20029332,-0.6359251,-0.7224211,-0.26308694,-0.5910081,-0.44500697,-0.5397827,-0.38437,-0.2400622,-0.38986906,-0.4427891,0.036818266,-0.79940915,-0.17782132,-0.49785984,-0.64770377,0.10078003,-0.82917017,-0.50466835,-1.5030656,0.7038051,0.54930097,1.7305322,-0.09878299,0.9527507,-0.37048587,-0.34918836,0.7287596,0.7105794,-0.34395054,0.7076244,1.084546,0.54930097,0.6817507,0.17612189,0.049340423,0.63991135,0.87721765,0.54930097,0.67954195,0.0725642,-0.07264094,0.0
UBE4B,1.8635967,1.1621028,6.024097,-0.4674756,1.64826,0.8841516,0.5912605,0.6209351,-0.46643153,-0.43505645,0.46260524,-0.015995339,1.8611927,1.1396017,1.0474391,0.32684585,-0.26660657,0.2971299,-0.056951832,0.6990725,-0.6346635,-0.16500494,0.24148342,-0.33434913,0.4933658,-0.12440549,0.209268,0.23162866,-0.24250878,-0.3363136,-0.19328333,-0.27875933,-0.44245246,-0.39054298,-0.7762305,-0.7955181,-0.79121697,-0.6885939,-0.704056,-0.37089542,-0.38173622,-0.4574215,-0.390556,-0.6676444,-0.68579286,-0.51467985,-0.6142308,-0.19152336,-0.82917017,0.13981038,0.6653069,0.7038051,-0.49812192,-0.5778569,-0.15027596,-0.9184912,-0.2724866,0.56880736,-1.6864924,-0.2567431,-1.2180066,-1.8628634,-1.5666904,-0.49812192,-0.6162088,0.93303615,-0.34500736,-0.10901645,-0.21812418,-0.49812192,-0.55977243,-0.1424552,-1.7475207,0.0
PDE6H,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.4729906,0.6653069,-1.9429865,-0.5243075,-0.5778569,-0.19012316,0.45547745,-0.2724866,-0.7911863,-0.0885381,0.6298699,-0.5277269,0.4644122,-0.37109268,-0.5243075,0.16671611,0.87338036,-0.4764566,-0.009159405,0.34565473,-0.5243075,-0.48995194,-0.28580147,0.13279185,0.0
ASMT,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.50466835,-1.5030656,-1.9429865,-0.49812192,-0.5778569,-0.16217794,-1.0058197,-0.2724866,-0.34918836,-1.1459645,-0.4179305,-0.30844203,-1.3444109,-1.1492082,-0.49812192,0.3919676,-0.7673263,0.8316238,-0.10901645,0.22081797,-0.49812192,-0.55977243,-0.1424552,0.9071191,0.0
NECAP2,-0.31004956,-0.16653714,-0.36630076,-0.4674756,-0.69487053,-0.26658008,-0.51688725,-0.4201376,0.34290043,-0.43505645,0.4631925,-0.252708,-0.14963149,-0.40537044,0.2588029,-0.5959015,-0.5765265,-0.48126635,-0.25593624,-0.29891667,-0.50771475,-0.23523556,-0.4340223,-0.33969346,-0.14693432,-0.39440602,-0.29776964,-0.44572276,-0.39400464,-0.34059486,-0.54542637,-0.29011026,-0.26080984,-0.6229562,-0.60103923,-0.72756314,-0.79065996,-0.4824214,-0.2413086,-0.33368042,-0.5376616,-0.3773149,-0.6350666,-0.6998114,-0.56343275,-0.17949404,-0.796852,-0.5475472,1.2060251,-0.50466835,-1.5030656,0.7038051,0.57548654,1.7305322,-0.19242752,1.183267,0.6095069,-0.7571864,0.7457455,-0.012017975,-0.09980011,0.57818377,0.6576687,0.57548654,0.75482,-0.18552673,0.2545295,0.5566972,0.716138,0.57548654,0.87154835,-0.1424552,-0.22215086,0.0
SYNCRIP,-0.31004956,0.5013298,-0.36630076,0.38053882,-0.22008072,0.49856016,1.1326045,0.6623098,-0.46643153,-0.43505645,-0.5232038,0.91954696,0.31537464,-0.40537044,0.2603539,0.32253888,-0.3706505,-0.46809474,-0.48118606,-0.098055474,-0.41576773,-0.49741235,-0.4073686,-0.38298878,-0.36220178,-0.5662259,-0.17197828,-0.49513742,-0.28609407,-0.38775468,-0.53037596,-0.10742345,-0.57580596,-0.7756998,0.03042473,-0.607524,0.22201173,-0.71798074,-0.76418966,-0.0759333,-0.6381514,-0.28255522,-0.531794,-0.29508078,0.06064146,-0.46601716,-0.48022074,-0.66334414,1.2060251,0.10408783,0.6653069,0.7038051,-0.44575077,-0.5778569,-0.18337534,0.24734446,0.021511242,1.928801,-0.71653956,0.098952934,-1.0076344,-0.95557153,-0.5313626,-0.44575077,-0.5689074,-0.12542158,0.34429973,-0.08405218,-0.89465886,-0.44575077,-0.54231733,-0.07078207,-2.065043,0.0
SERPINA1,0.4137027,0.50322515,-0.36630076,-0.4674756,-0.69487053,0.4902602,0.015516613,0.66029114,-0.46643153,-0.43505645,-0.5232038,0.16658212,-0.1754266,1.1380135,1.0898777,2.169319,-0.050460856,0.930865,0.4301919,-0.31954935,-0.48060802,-0.27560195,-0.31283265,1.9539804,1.2807136,-0.56629384,-0.10460986,2.439486,0.011319887,-0.024943456,1.8826216,2.0493639,0.51440793,-0.3462035,-0.36580473,-0.48925036,0.60343343,0.8104027,0.72316796,5.7123013,0.8774979,-0.34971777,0.71220624,0.040751062,-0.21601722,2.3414578,0.43133208,-0.22144474,1.2060251,-0.50466835,-1.5030656,0.63924915,1.8454868,1.7305322,0.47545585,-0.40580133,0.3155091,-0.21318898,-0.41400304,-0.08418974,-0.5267124,0.5587695,-0.48822474,1.8454868,-0.09540685,0.12552205,-0.05325412,1.2973036,-0.22617815,1.8454868,0.8890035,2.1510851,-0.22389849,0.0
P2RX7,-0.31004956,0.17383832,-0.36630076,-0.4674756,-0.69487053,0.11763861,0.036314882,-0.4201376,0.36259684,-0.43505645,-0.5232038,-0.49614158,1.3583659,-0.40537044,-0.5805805,-0.5959015,1.743864,0.9436249,-0.23846507,0.021390112,-0.092203334,0.14285085,1.7023879,0.20832907,-0.54381484,1.0584953,-0.53448343,0.7269415,0.11458141,0.96682024,0.9118961,0.30423105,1.6693625,-0.10360611,0.8006195,0.62117094,-0.7993863,-0.65307105,0.9018564,-0.35957032,1.0981677,-0.52539575,-0.44988886,2.1208935,0.71393234,1.1836808,0.40656486,0.38223028,-0.82917017,0.007968447,0.6653069,0.38102564,-0.5635859,-0.5778569,0.102953956,0.52866703,-0.37048587,0.4668078,0.65146816,2.111673,-0.35760766,0.6553344,1.4425585,-0.5635858,0.60672295,-0.6920829,0.8508603,0.015804857,0.5147884,-0.5635858,-0.47249678,-0.38136566,-0.70636934,0.0
CD44,0.41326764,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26975942,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.04754962,-0.14831522,-0.40537044,1.0877972,-0.5959015,0.4946842,-0.41678584,-0.47591808,2.432604,-0.49928924,-0.51743686,-0.2139149,-0.37695867,-0.50643927,-0.5850214,-0.076362155,-0.42444968,-0.45124528,-0.39909258,-0.48292553,-0.48171085,0.37316015,-0.7973705,0.33504674,-0.31441694,-0.53775513,-0.009163231,0.35210592,0.9387233,-0.22221534,1.2150922,-0.48025167,0.24620421,0.77780586,-0.86349815,-0.76820356,0.31607452,-0.82917017,-0.50466835,-1.5030656,0.7038051,0.56239367,1.7305322,0.7952796,-0.35630625,0.021511242,1.4868029,-0.62426895,1.0010724,-1.4046862,-0.26659578,-0.2650604,0.5623937,-0.05387092,0.5603278,-0.6688214,0.20719752,-0.032882538,0.5623937,0.26061875,0.66984034,-0.10010401,1.0
MYL10,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,0.12031387,1.1589358,-0.4201376,-0.46643153,-0.43505645,0.46556568,-0.2482243,-0.6455928,-0.40537044,-0.5805805,-0.5959015,1.5570421,0.88470286,2.516435,-0.51474845,0.5202603,-0.47531435,1.6258312,-0.29124245,0.37327343,1.7974774,2.531362,1.000423,1.8747457,1.8501796,1.4346491,0.8794671,-0.69468766,-0.79775774,-0.8127217,-0.8200052,-0.83866435,-0.774365,-0.8368895,-0.7414457,-0.82874537,-0.7944824,-0.85164565,-0.84370196,-0.82285285,-0.8822633,-0.81575817,-0.6709902,-0.82917017,-0.50466835,-1.5030656,-2.0720983,-0.2886373,-0.5778569,-0.1959201,1.0089737,-0.17448731,-0.34918836,0.4479995,0.47283152,0.23090751,0.7343367,0.5493517,-0.28863734,0.5516777,-0.4420086,0.65849555,0.19055468,0.54297733,-0.28863734,-0.17575955,-0.28580147,-0.3166435,0.0
