node_id,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,label
NFKB2,-0.33055896,0.49622348,1.1477574,0.33996028,0.16913661,0.54421836,0.011541551,-0.12334365,0.3120743,-0.35979557,-0.45563754,0.5292071,-0.3977495,-0.3678864,-0.5948769,1.9917071,-0.5145231,-0.57731473,-0.5091982,-0.5351385,-0.6420456,-0.5650562,-0.582227,-0.41233063,-0.58789533,-0.5715001,-0.5773785,-0.50920266,-0.53064996,-0.51074535,-0.56867975,-0.5509568,0.2833711,-0.60120684,-0.75012773,0.38096958,-0.06406626,-0.2960978,-0.7169954,-0.17600028,-0.6350173,-0.0506329,0.28754285,-0.8112761,-0.49570984,-0.6632226,-0.6172489,-0.30034176,1.1343614,-0.42512584,0.6519202,0.73729146,2.4545553,1.7625941,0.7540883,-0.3614193,1.2108556,-0.68901986,-0.977614,0.6299045,-1.289487,0.9784692,-0.72552997,2.4545553,-0.31109503,0.3955524,-1.2231421,0.98298323,-0.42848316,2.4545553,0.42077863,2.8379855,0.24489559,1.0
CBLB,1.1686312,0.45314807,-0.270532,1.912571,-0.6200142,0.25034434,0.47841078,0.397387,0.29959667,-0.35979557,1.1758367,0.5017383,0.69012415,-0.3678864,-0.5948769,1.984873,-0.48624486,-0.5916432,-0.40516606,-0.5177983,-0.6021588,-0.53645843,-0.59468985,-0.43887267,-0.5464278,-0.5639677,-0.56734425,-0.48663378,-0.49934512,-0.49878222,-0.54940796,-0.48542207,0.02296567,-0.4411873,-0.5911247,-0.26170674,-0.37919036,0.8774647,-0.31425834,-0.0125499405,-0.42504308,-0.583102,-0.29909465,-0.7091933,-0.74263847,-0.4082584,-0.67143124,-0.2143307,1.1343614,-0.41180685,0.6519202,0.73729146,0.03604013,-0.5673456,-0.17195855,0.57979316,-0.17466643,-0.15649763,0.038527064,-0.22727598,-0.028950779,0.020415805,-0.14953117,0.036040153,-0.0041777454,0.4822464,-0.109778896,0.38782683,-0.061588638,0.036040153,-0.024615495,0.060540184,0.7756429,1.0
JAK3,0.42022943,0.4962493,-0.270532,-0.44828185,0.54425436,-0.24495128,0.97475535,-0.12334365,-0.4638414,-0.35979557,1.171539,-0.042320546,0.16802113,-0.3678864,0.22567295,0.28539652,1.160977,3.2531183,-0.53245384,2.0660775,-0.33414385,-0.20200868,2.202164,0.13975346,1.024398,0.9101729,-0.5680261,1.5053295,0.09870441,1.9870255,0.54115754,2.24338,1.4860667,-0.7992322,-0.22960609,-0.7796733,0.57057923,0.35785073,0.27834868,1.9429934,-0.70605165,-0.103789724,-0.7268718,-0.2767847,-0.62339586,-0.7614697,-0.11983785,1.2415227,1.1343614,-0.47290024,0.6519202,0.35900313,2.2648678,1.7625941,0.29045227,-0.16466223,2.3518736,-0.3894761,-0.44850752,0.9072192,-1.184039,0.7569978,-0.23660535,2.2648678,-0.06862571,0.40399173,-0.8225001,0.70149034,0.051301993,2.2648678,1.7569611,1.7927103,0.6423991,1.0
CCL2,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.2117612,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.22147737,-0.3977495,-0.3678864,-0.5948769,-0.5667236,1.7607646,-0.18097621,0.14929716,-0.120759495,-0.28604403,0.27604544,-0.21234944,-0.12704936,0.19869798,-0.3567229,-0.49792054,-0.42330125,-0.044516694,-0.397925,0.2992627,-0.4980275,-0.41878513,0.3111323,0.41680968,-0.16949813,-0.13680622,1.1443888,0.43021592,0.03655849,1.1402292,-0.7745674,1.1603799,-0.11123694,0.07451367,1.31865,-0.7395133,-0.2421214,-0.88155335,-0.503708,-1.53393,0.6742434,0.059751067,-0.5673456,-0.14855269,-0.6832462,-0.33766904,-0.48932403,-0.6473785,0.76625496,-0.6397971,-0.67039406,-0.004348916,0.059751082,0.09674678,0.33034906,-0.1941246,0.050035343,0.3264729,0.059751082,-0.47000965,0.35919023,0.74228173,1.0
STAT6,0.4176877,1.1596168,-0.270532,0.31135073,-0.6200142,0.039032187,-0.009542184,-0.12334365,0.31501135,-0.35979557,0.35266674,0.29869178,-0.3977495,-0.3678864,0.16117275,0.2833902,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,-0.15595289,-0.059074562,-0.7401004,-0.34434664,-0.7488624,-0.67689276,-0.4399964,-0.18758522,-0.25718325,-0.74104774,-0.51300967,-0.34940743,-0.7037312,-0.3863493,-0.5906858,-0.14941444,1.1343614,-0.503708,-1.53393,0.73729146,1.0081884,1.7625941,0.048280675,-0.5379585,0.06983742,-0.58917195,-0.87326497,0.13405664,-1.4369081,-0.3058239,-0.9059963,1.0081884,0.055975154,-0.02010872,-0.09712704,0.04199269,0.09010814,1.0081884,-0.2720567,1.4343303,0.8019566,1.0
JAK1,0.42330992,0.82131416,1.1338079,1.919906,0.16271073,0.8366126,0.4937931,0.14811067,1.0837147,0.88134134,3.6348844,5.9123516,-0.3977495,-0.3678864,-0.5948769,1.1443192,-0.48594555,-0.56948,-0.4731186,-0.3901003,-0.59597784,-0.55143565,-0.59807336,-0.27496722,-0.5017747,-0.5562176,-0.52397496,-0.495021,-0.48085418,-0.52546155,-0.5291347,-0.5138774,-0.5260674,0.008358819,-0.4539199,0.14210653,-0.611085,-0.7361916,-0.12940353,-0.3692289,0.065123074,-0.6789415,-0.7268449,0.24295516,-0.3922242,0.063086085,-0.35097265,-0.33331913,1.1343614,-0.35053942,0.6519202,0.73729146,3.260727,1.7625941,1.0798001,-0.14018872,8.708975,-0.25634554,-0.23224051,0.5623218,-1.3114756,0.7569978,-0.10204556,3.2607267,-0.25497484,0.7724611,-1.7460855,0.70149034,-0.1885906,3.2607267,2.6477494,2.5094705,0.58049715,1.0
CYP1A1,0.42054078,-0.17396799,-0.270532,0.3404831,0.51706713,-0.21586803,0.011615023,0.3988611,-0.4638414,0.87588894,0.35659295,-0.42443725,0.44907647,-0.3678864,-0.5948769,-0.5667236,0.0043890188,-0.38501537,-0.5048178,-0.3264087,0.8083714,-0.35617995,-0.41618946,-0.3316087,-0.60655606,-0.31018528,-0.39185002,-0.5072335,-0.31298006,-0.47514442,-0.034569483,-0.29495215,3.764431,2.2121618,0.6589146,0.5462596,3.8052988,0.76110023,3.1867177,0.87744164,2.855779,0.7860612,4.3905625,-0.70623785,0.48603117,0.98246783,4.33273,-0.6571895,-0.88155335,-0.27643147,0.6519202,-1.5324384,-0.011381694,-0.5673456,0.015492974,-0.57863134,-0.33766904,0.043198198,0.27714583,1.3532134,-1.7762469,1.1575619,0.4998952,-0.011381709,0.7563444,-0.8307722,1.0288881,0.6291064,0.6369221,-0.011381709,0.5692434,-0.35756984,0.9336326,1.0
TOP1,-0.33055896,-0.5097135,1.1373883,-0.44828185,0.5742782,-0.4742777,0.012068561,-0.12334365,0.30928096,4.605646,0.36188275,0.16222209,-0.11280608,-0.3678864,-0.5948769,-0.5667236,-0.5928475,-0.29306996,-0.35322773,-0.1439089,-0.5790678,-0.5589501,-0.44282123,-0.46532848,-0.61873287,-0.5296318,-0.55971193,-0.51827323,-0.34555483,-0.43579698,-0.44712573,-0.48912388,-0.43477103,-0.36419007,-0.14221266,-0.37677646,0.08175077,-0.73620266,-0.3347219,-0.57410413,-0.6967494,-0.4272969,-0.64416724,-0.10515107,-0.3619375,-0.8343144,-0.24802567,-0.45059296,1.1343614,1.1478722,0.6519202,0.73729146,-0.46188942,-0.5673456,-0.17168212,0.22999083,0.72184783,-0.5558893,-1.257558,-0.46200013,-0.3150815,-1.5726845,-1.217882,-0.4618894,0.21769041,-0.22156252,0.6113769,0.3395709,-0.058060806,-0.4618894,-0.47000965,-0.29783985,0.7591821,1.0
MMP14,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,0.05024486,-0.47849283,-0.12334365,-0.4638414,0.8826807,0.36473703,-0.610674,-0.11464151,0.9743181,0.24332476,-0.5667236,1.3316395,2.2624264,-0.17104697,3.3592653,2.018208,0.00894058,1.1215212,0.19252971,0.008294015,-0.100845896,0.7433814,0.36517903,-0.048212104,0.32992277,0.6178587,0.49337173,0.64157736,0.29541197,0.18045242,0.65563816,0.2557367,1.0876635,0.09489871,0.2708011,-0.042451467,0.64268225,0.7491967,-0.39887506,0.3594861,0.23177008,-0.6746571,0.71757907,1.1343614,-0.47307432,0.6519202,0.6742434,0.41541502,1.7625941,0.56258607,-0.60121,0.06983742,-0.45604137,-1.511251,0.51623213,-1.3913555,-0.51895964,-1.4646424,0.41541508,0.31385922,0.1556106,-0.33329502,0.40391213,0.35469556,0.41541508,-0.42052144,0.7773003,0.090104215,1.0
GRP,-0.33055896,-0.5097135,-0.270532,-0.44828185,0.17971912,-0.4742777,0.013211748,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.610674,0.17155679,-0.3678864,-0.5948769,-0.5667236,0.7151308,2.28177,1.5965829,2.0271127,0.068758674,3.2083943,3.1405761,0.070239596,1.7319843,2.3430245,0.10822225,2.165694,1.6805686,1.938635,3.3489022,0.7565809,0.3337583,-0.5489696,-0.35033518,0.6774476,1.4997569,2.1786175,1.1473674,1.5404133,1.2257775,0.44521537,-0.84492457,2.5349474,2.177633,-0.38819006,1.6765661,-0.6571895,-0.88155335,-0.503708,-1.53393,-1.5954865,-0.41446754,-0.5673456,-0.08743905,0.65399367,-0.33766904,-0.35619348,-0.19300391,1.751981,-0.3464171,1.2754401,-0.5675193,-0.41446754,0.5725301,-0.071303576,0.6198115,0.53259456,0.6298665,-0.41446754,-0.32154492,-0.32770485,-0.2673303,1.0
TIMP1,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.21723779,-0.21162061,0.013214155,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.2229526,-0.3977495,-0.3678864,-0.5948769,0.28970483,0.48287877,-0.09922814,1.7175741,6.896092,4.018555,0.063505046,-0.4152792,0.009720483,0.95373684,1.435061,0.020473389,1.404787,0.54034746,0.16041802,0.046146326,0.27271643,1.2124374,0.1303163,0.61397165,0.6410003,0.83825827,0.08355336,1.0965217,3.5675223,-0.6794346,0.15419407,-0.80669504,-0.3303663,1.5904968,-0.58442795,0.041300125,1.3669528,1.1343614,-0.503708,-1.53393,0.73729146,-0.41446754,-0.5673456,-0.036894523,-0.618015,-0.2561677,-0.089932345,-1.8857611,0.3231504,-0.9581993,-1.7305763,-1.6447222,-0.41446754,-0.0005827456,-0.25706,0.3752089,0.0017794177,-0.11803395,-0.41446754,-0.47000965,-0.23810984,0.9882217,1.0
ATP1A1,-0.33055896,0.4924098,-0.270532,0.34029242,0.9626337,0.30596563,0.4784287,0.14814211,-0.4638414,-0.35979557,4.43737,-0.046409063,-0.11522441,-0.3678864,0.19899912,1.9924341,0.31179276,-0.25786847,-0.42790353,0.23872711,-0.6368284,-0.48343587,-0.43302143,-0.3861008,-0.32697725,-0.5856069,-0.079040155,-0.34223405,-0.50459623,-0.48240414,-0.49784353,0.5154087,1.8945729,-0.53652966,-0.58638716,-0.6007857,-0.09721931,-0.57119817,-0.28558695,0.13313392,-0.763911,-0.5177375,0.07917635,-0.17316261,0.04979699,-0.51238346,0.073873624,1.03407,1.1343614,1.9867069,0.6519202,0.73729146,-0.12993637,-0.5673456,-0.16436562,-0.33118948,0.06983742,-0.02336703,-0.6834019,0.73620576,-0.31702843,0.47664884,-0.95017564,-0.12993637,-0.9308697,2.810214,-1.9400806,0.40391213,-0.83771175,-0.12993637,-0.32154492,0.03067518,1.0305462,1.0
ERBB3,1.173694,2.145071,2.4102597,2.669696,6.3736334,1.7941031,-0.47849283,0.41794363,3.3905876,-0.35979557,-0.45563754,1.0710636,1.263445,-0.3678864,1.0722597,3.694852,-0.16404726,-0.34296015,-0.40944988,-0.44246536,0.45711482,-0.5550532,-0.55747056,-0.19084209,-0.27199575,-0.6110279,-0.41116464,-0.18995477,-0.4175929,-0.5211083,-0.47062716,-0.45466888,0.03982944,0.10752224,0.18536742,0.5918706,-0.2985672,0.5938043,-0.15571854,1.6463679,0.014849966,-0.43457326,0.377238,0.43652853,-0.6258508,-0.2681144,2.0453146,-0.051296227,1.1343614,0.18581633,0.6519202,0.35900313,2.2885787,1.7625941,0.2250682,-0.15214626,-0.33766904,0.47587258,0.10081034,0.28894466,-1.136369,1.4577447,0.11419358,2.2885787,-0.2140701,0.93856305,-2.3196363,1.2081776,-0.12861745,2.2885787,2.4497964,1.4044653,0.35694766,1.0
USP8,-0.33055896,0.13860372,1.1364534,1.1260152,0.112547256,0.043307595,-0.47849283,0.14178576,0.30644202,-0.35979557,-0.45563754,0.11079507,-0.13713272,0.940232,0.23073503,-0.5667236,-0.52748513,-0.5158193,-0.51627743,-0.5471518,-0.64735705,-0.5231784,-0.5477334,-0.43321407,-0.5837844,-0.5625572,-0.5433224,-0.50080466,-0.4938717,-0.5459534,-0.55503917,-0.53906095,-0.4649505,-0.5002172,-0.4394097,-0.38649333,-0.57138455,-0.5417168,-0.43690577,-0.28010458,-0.55968857,-0.53473014,-0.7752812,-0.4152745,-0.5120976,-0.734066,-0.8217072,-0.44087642,-0.88155335,0.4052105,0.6519202,0.73729146,-0.31962383,-0.5673456,-0.17417264,-0.33534637,-0.17466643,-0.25634554,-1.170524,0.42601967,-0.46943504,-0.0062159835,-1.5055981,-0.31962383,0.15325901,0.5061048,-0.00012947805,0.43608275,0.28413892,-0.31962383,-0.42052144,-0.14851484,0.31841037,1.0
PPP6C,-0.33055896,-0.17456032,-0.270532,-0.44828185,-0.2181881,0.04744066,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.42231438,-0.11397087,0.9650103,-0.5948769,0.28418076,-0.5384786,-0.55904335,-0.4411823,-0.3099958,-0.53683496,-0.41800395,-0.55692,-0.25590518,-0.44094148,-0.56060123,-0.45442545,-0.40013823,-0.44816214,-0.5389977,-0.5497016,-0.34265432,-0.43060797,-0.6869842,-0.45601183,-0.74089396,-0.6253707,-0.65112025,-0.43881786,-0.39303395,-0.7724695,-0.6104944,-0.68459624,-0.8313227,-0.3807624,-0.6995959,-0.6162026,-0.17727302,-0.88155335,0.86741525,0.6519202,0.73729146,0.51025873,1.7625941,0.5767611,-0.3803164,-0.011663832,0.3760246,-1.7539531,0.16687283,-1.5527217,-1.0770369,-1.6934195,0.5102588,0.21239895,0.5514865,-0.835152,0.20284577,0.34763992,0.5102588,-0.47000965,0.9266253,-0.31205025,1.0
EPAS1,-0.33055896,0.4970053,-0.270532,0.34096298,0.1849145,0.05007301,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,0.73955834,-0.3977495,-0.3678864,0.24330838,1.1414647,-0.4848471,-0.5454728,-0.5533186,-0.3062527,-0.51654816,-0.5651199,-0.5808372,-0.31302145,-0.4065041,-0.6093627,-0.5586553,-0.20500602,-0.5163411,-0.34559923,-0.3945245,-0.33853218,-0.03989085,1.4105217,0.08444062,0.27370697,-0.8046622,-0.61609495,2.5869997,-0.4364944,-0.4098474,0.023128795,-0.21786773,0.88333535,0.5614483,2.3324246,-0.0031179243,1.249268,1.1343614,-0.42512584,0.6519202,0.73729146,1.3401414,1.7625941,0.14076418,-0.15174599,0.31434134,-0.58917195,-0.41346163,0.7346401,-1.2852863,0.8401979,-0.17101662,1.3401414,-0.17056143,0.5957972,-1.0375817,0.709533,-0.42848316,1.3401414,0.024872743,1.6732503,0.8855221,1.0
CLTCL1,1.1696247,-0.1747543,1.1469827,0.32077456,0.5669231,0.046159714,0.47874257,-0.12334365,1.0790651,-0.35979557,1.9895779,0.5217204,0.98235226,-0.3678864,2.6135798,0.28763673,-0.27624968,-0.5792998,0.35821483,-0.38436413,-0.18112288,0.010655328,-0.111123025,-0.4417149,0.37158665,-0.13055536,0.045866963,0.39898488,-0.37583473,-0.03991863,-0.23393817,-0.29892603,-0.30127317,0.29998013,-0.35105965,-0.6929168,-0.74541557,-0.43848875,-0.78539556,0.63751596,-0.4788632,-0.7176237,0.34512624,-0.7022328,-0.12818392,-0.11070167,-0.35260066,-0.18901071,1.1343614,-0.503708,-1.53393,0.23290698,1.126743,1.7625941,-0.052447453,-0.78266805,0.39584264,-0.056649685,-0.34676322,0.5264596,-1.1382442,-0.3797714,-0.1358198,1.1267431,0.17754409,0.13215032,-0.97010505,-0.07060447,0.16419262,1.1267431,0.27231395,1.2551403,1.0650927,1.0
KLK3,1.1740304,-0.5097135,-0.270532,2.7080703,-0.6200142,0.31115833,0.011863169,-0.12334365,0.3098736,-0.35979557,-0.45563754,-0.22911459,-0.3977495,0.9707187,-0.5948769,0.28665093,2.356467,3.1438386,-0.029869715,3.6337514,0.82540154,2.9525802,2.0797486,2.2029486,3.29355,1.1598424,4.0251813,1.5555651,0.6660367,3.2914665,0.5427678,0.044155866,-0.6946801,3.8285728,1.5331382,0.02316448,1.3108094,-0.772292,-0.82211196,3.199094,-0.8267953,0.7406985,-0.84492457,1.5343313,2.2964046,-0.862458,-0.8222144,3.9670477,-0.88155335,-0.44065955,0.6519202,-1.2171981,-0.43817848,-0.5673456,-0.18040386,-0.51201427,-0.011663832,-0.7888678,-0.73963445,0.94252485,-0.90695435,-0.4944659,-0.71445674,-0.43817845,0.6238885,-0.50283015,0.8138066,0.40391213,0.58753246,-0.43817845,-0.42052144,-0.29783985,0.5836946,1.0
FLT3,1.1764247,0.16154225,-0.270532,0.34127858,0.5706125,-0.21164338,0.49395496,-0.12334365,0.31545082,0.8817627,1.1866131,0.15852386,0.17162634,0.9771867,-0.5948769,0.28895652,1.2631726,0.27187586,1.2577854,1.309399,3.233727,2.9877334,2.647097,0.64290893,1.4708451,2.7122319,1.5150317,-0.014987922,3.0796452,1.2303464,2.222517,0.8973618,-0.66425806,-0.32517815,1.7487539,0.7182026,0.5585645,0.42542952,-0.044192296,0.28768352,1.1842182,0.4173377,1.3963269,0.54313207,1.8601345,0.68371254,0.14367433,-0.053957976,1.1343614,-0.21061781,0.6519202,-1.4063424,1.4349853,1.7625941,-0.045340005,-0.15952995,-0.5006716,-0.7555852,0.095330566,0.55835,-1.2030772,0.35242635,0.11270296,1.4349852,-0.071950875,0.9007053,-1.3960509,0.11437658,0.04424633,1.4349852,1.5095199,0.8967603,0.43110648,1.0
APEX1,-0.33055896,-0.17406558,-0.270532,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,0.88074094,-0.45563754,-0.41852918,-0.3977495,-0.3678864,0.2403343,-0.5667236,-0.51717097,-0.55036753,-0.52363706,-0.51059914,-0.6128496,-0.4701997,-0.53299844,-0.36856028,-0.6203569,-0.54928166,-0.52571225,-0.48953047,-0.49706995,-0.46304545,-0.56252664,-0.54187626,-0.34303007,-0.6549733,-0.41849253,-0.22309706,-0.63796395,-0.45808893,-0.08371354,-0.59072393,-0.5901644,-0.31437793,-0.12491405,-0.6756306,-0.27235165,-0.3155337,-0.77543527,-0.4526254,-0.88155335,-0.36899576,0.6519202,0.73729146,-0.48560035,-0.5673456,-0.16820228,-0.8300165,0.23284006,0.9085469,-2.1488223,-0.25068694,-0.7030711,-2.157567,-2.449828,-0.48560032,0.5935404,-0.42985517,0.84754485,0.50846666,0.3688069,-0.48560032,-0.47000965,-0.32770485,-0.26297987,1.0
TNFAIP3,-0.33055896,0.15970597,-0.270532,0.33910576,0.4845277,0.036862902,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.42771888,-0.3977495,3.565649,1.0628656,0.28551146,-0.49385732,-0.5758265,-0.39984468,-0.5288278,-0.62668175,-0.55276054,-0.57232,-0.44758645,-0.5706366,-0.5987873,-0.5570271,-0.50894713,-0.4936138,-0.47495586,-0.5814128,-0.48598948,0.5824461,-0.22871552,-0.7779478,0.52180094,-0.42513138,0.30529973,0.34883863,0.3540633,0.7837694,0.22402894,-0.23196544,-0.5818273,-0.37939885,0.1981753,-0.73561513,-0.57532954,1.1343614,-0.503708,-1.53393,0.73729146,0.03604013,-0.5673456,-0.13115759,0.16639036,-0.09316515,1.4743519,-0.36222404,0.72096425,-1.2168493,0.46701083,-0.22667678,0.036040153,0.3196601,0.337625,-0.113996185,0.5165093,0.4111409,0.036040153,-0.074103735,0.09040519,0.64239335,1.0
CD28,0.4211952,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.4742777,0.008043511,-0.12334365,0.30908236,-0.35979557,-0.45563754,-0.22435108,-0.11453757,0.9752873,1.0501566,-0.5667236,6.0347886,2.0145257,1.5039866,-0.5478704,-0.53084266,5.6780767,1.5438502,0.10351396,2.3093448,3.9962025,0.590432,1.6874309,0.9061935,3.9372842,3.1384501,2.621854,0.60093844,-0.76104426,0.6908589,-0.6092018,-0.017468154,-0.020010045,-0.32125288,-0.64246434,0.50419724,-0.34092513,0.12771763,-0.63545144,0.5228444,-0.22570686,-0.5524914,-0.15445448,-0.88155335,-0.503708,-1.53393,-0.8389099,0.48654786,1.7625941,-0.09906504,0.37341672,0.23284006,0.7088511,-0.13381627,0.3747882,-0.27548695,1.8742499,-0.3904071,0.4865479,0.115345016,0.43763083,-0.32064316,0.7980022,0.20299877,0.4865479,0.024872743,0.59811026,0.78780943,1.0
BCL6,1.1714987,-0.17459905,-0.270532,1.9175718,0.563013,0.046978664,-0.012871569,0.14764419,-0.4638414,-0.35979557,1.1726905,0.69820553,-0.3977495,2.3049002,1.0523307,-0.5667236,-0.5246537,-0.5506321,-0.4890826,-0.4968231,-0.6530402,-0.5539388,-0.5525173,-0.38831812,-0.56009614,-0.5857762,-0.5672043,-0.49399284,-0.5029148,-0.4634991,-0.56438655,-0.498607,0.17177793,0.8788226,0.36047903,-0.46112365,0.28008673,-0.19693828,-0.12921698,0.24752107,-0.27690873,-0.66983205,-0.5964897,0.027386013,-0.51175755,-0.5653267,-0.66204256,-0.05304882,1.1343614,-0.32052666,0.6519202,0.73729146,-0.34333476,-0.5673456,-0.13550547,-0.56501466,-0.011663832,-0.3894761,-0.8922974,0.9769476,-0.5671594,0.66512764,-1.3031992,-0.34333476,0.48771098,-0.27113193,0.63246334,0.50042397,0.35469556,-0.34333476,-0.37103316,-0.20824485,0.6472337,1.0
MMP9,0.4230691,0.49671885,-0.270532,1.9206383,-0.6200142,-0.21317641,0.9925938,-0.12334365,-0.4638414,-0.35979557,0.36536342,0.16422176,0.17182964,-0.3678864,-0.5948769,-0.5667236,-0.39414206,0.21098565,0.5155951,0.15639205,0.54378533,-0.014959007,-0.07326953,2.2061896,0.6691313,0.038325943,1.1796778,-0.07449275,0.3642573,-0.5802567,0.37055612,-0.121054314,1.9434471,2.3486564,0.6865818,3.338765,2.1554801,4.3506985,1.8097126,0.02271105,1.2473794,2.5762286,0.8120647,1.8418704,0.39513353,0.71540177,2.0948474,1.1753854,1.1343614,-0.47064602,0.6519202,-0.46062148,0.6999462,1.7625941,0.608673,-0.5484761,-0.17466643,-0.15649763,-1.2103984,0.23133118,-1.5184067,-0.4057979,-1.0804179,0.6999463,0.13721722,0.5362328,-0.451379,0.37978417,0.29825026,0.6999463,-0.37103316,1.1058153,0.7255137,1.0
REL,-0.33055896,-0.5097135,-0.270532,0.33993948,-0.6200142,0.2671987,-0.025270524,0.14796439,0.3162823,-0.35979557,0.36216456,-0.42209193,-0.3977495,0.9691162,0.23884445,-0.5667236,-0.4930149,-0.5643654,-0.44975436,-0.34729207,-0.54072446,-0.5242285,-0.5688255,-0.44884604,-0.6236413,-0.5247002,-0.34899652,-0.533394,-0.4779592,-0.48436037,-0.5242108,-0.34796524,-0.36746675,-0.62208873,-0.6474494,0.64975935,-0.58640856,-0.29696816,-0.5163848,0.14962012,-0.59373814,-0.23736338,0.055921365,-0.70415896,-0.7472916,-0.5739874,-0.085572846,0.13959794,1.1343614,-0.503708,-1.53393,0.5481474,0.65252435,1.7625941,-0.14411668,-0.822534,1.1293542,4.1036806,-0.14720757,0.81270295,-2.177841,-0.570937,0.11944591,0.6525244,-0.36304379,-0.5558414,0.32881877,-0.09473243,-0.53431815,0.6525244,-0.47000965,1.1058153,1.5679033,1.0
CCR7,0.42278838,-0.17431732,-0.270532,0.33313832,-0.22326481,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.03306139,0.45631048,-0.3678864,-0.5948769,0.28881267,1.6054592,0.56150407,0.4082706,-0.043871444,-0.28137043,2.724589,0.5322628,0.86688304,0.020858698,0.37589112,0.7704377,-0.22901832,0.88304466,0.41766822,-0.261208,-0.2596784,1.2484665,0.07148836,1.4049505,0.3204642,-0.30708197,-0.08587484,-0.69304717,-0.55717963,-0.25604573,-0.70022863,-0.49587935,-0.6475374,0.93736714,0.023828182,0.34036306,0.0520877,1.1343614,-0.47290024,0.6519202,-0.08233329,0.6051025,1.7625941,-0.11292223,-0.6434335,-0.33766904,-0.68901986,-0.059117533,0.5142289,-0.9231975,-0.2939347,0.26059967,0.60510254,0.3323177,-0.05705344,-0.008564048,0.07416331,0.38997388,0.60510254,1.0146376,0.1501352,0.8181187,1.0
NFATC2,0.4161446,0.8024141,-0.270532,-0.44828185,1.1892921,0.80595213,1.393291,-0.12334365,1.0515921,0.8673686,-0.45563754,0.29108843,0.44045758,2.1692252,0.89650947,0.28046855,-0.35695627,-0.26139876,-0.43153346,-0.45434874,0.49537537,-0.3340479,0.037691675,-0.39578646,-0.5058466,-0.30789736,-0.55891097,-0.47393063,0.28686327,-0.34354612,-0.031182867,-0.27311373,0.3547561,0.43070453,-0.5489855,0.425553,-0.75215113,0.061352883,-0.27530557,0.42782405,0.5901691,0.8115098,-0.3286363,0.47385743,-0.4806856,0.9449029,0.113984294,-0.36246496,1.1343614,-0.503708,-1.53393,0.6742434,1.2927195,1.7625941,0.7254125,-0.49221197,-0.011663832,0.07648086,-1.2600906,0.3961208,-1.4275146,-0.4146558,-1.0394629,1.2927196,-0.071784064,0.6103376,-2.079251,-0.038433854,0.0019123418,1.2927196,-0.42052144,1.8823054,0.46547887,1.0
